phage,phy,scorephy
NC_048069.1,Deinococcota,0
NC_048069.1,Chlamydiota,0
NC_048069.1,Actinomycetota,1
NC_048069.1,Campylobacterota,0
NC_031054.1,Mycoplasmatota,0
NC_031054.1,Spirochaetota,0
NC_031054.1,Cyanobacteriota,0
NC_031054.1,Bacillota,1
NC_031054.1,Bacteroidota,0
NC_031054.1,Rhodothermota,0
NC_031054.1,Pseudomonadota,0
NC_031054.1,Bdellovibrionota,0
NC_031054.1,Deinococcota,0
NC_031054.1,Chlamydiota,0
NC_031054.1,Actinomycetota,0
NC_031054.1,Campylobacterota,0
NC_052457.1,Mycoplasmatota,0
NC_052457.1,Spirochaetota,0
NC_052457.1,Cyanobacteriota,0
NC_052457.1,Bacillota,0
NC_052457.1,Bacteroidota,0
NC_052457.1,Rhodothermota,0
NC_052457.1,Pseudomonadota,0
NC_052457.1,Bdellovibrionota,0
NC_052457.1,Deinococcota,0
NC_052457.1,Chlamydiota,0
NC_052457.1,Actinomycetota,1
NC_052457.1,Campylobacterota,0
NC_054437.1,Mycoplasmatota,0
NC_054437.1,Spirochaetota,0
NC_054437.1,Cyanobacteriota,0
NC_054437.1,Bacillota,0
NC_054437.1,Bacteroidota,0
NC_054437.1,Rhodothermota,0
NC_054437.1,Pseudomonadota,0
NC_054437.1,Bdellovibrionota,0
NC_054437.1,Deinococcota,0
NC_054437.1,Chlamydiota,0
NC_054437.1,Actinomycetota,1
NC_054437.1,Campylobacterota,0
NC_019423.1,Mycoplasmatota,0
NC_019423.1,Spirochaetota,0
NC_019423.1,Cyanobacteriota,0
NC_019423.1,Bacillota,0
NC_019423.1,Bacteroidota,0
NC_019423.1,Rhodothermota,0
NC_019423.1,Pseudomonadota,1
NC_019423.1,Bdellovibrionota,0
NC_019423.1,Deinococcota,0
NC_019423.1,Chlamydiota,0
NC_019423.1,Actinomycetota,0
NC_019423.1,Campylobacterota,0
NC_048176.1,Mycoplasmatota,0
NC_048176.1,Spirochaetota,0
NC_048176.1,Cyanobacteriota,0
NC_048176.1,Bacillota,0
NC_048176.1,Bacteroidota,0
NC_048176.1,Rhodothermota,0
NC_048176.1,Pseudomonadota,0
NC_048176.1,Bdellovibrionota,0
NC_048176.1,Deinococcota,0
NC_048176.1,Chlamydiota,0
NC_048176.1,Actinomycetota,1
NC_048176.1,Campylobacterota,0
NC_054987.1,Mycoplasmatota,0
NC_054987.1,Spirochaetota,0
NC_054987.1,Cyanobacteriota,0
NC_054987.1,Bacillota,1
NC_054987.1,Bacteroidota,0
NC_054987.1,Rhodothermota,0
NC_054987.1,Pseudomonadota,0
NC_054987.1,Bdellovibrionota,0
NC_054987.1,Deinococcota,0
NC_054987.1,Chlamydiota,0
NC_054987.1,Actinomycetota,0
NC_054987.1,Campylobacterota,0
NC_008208.1,Mycoplasmatota,0
NC_008208.1,Spirochaetota,0
NC_008208.1,Cyanobacteriota,0
NC_008208.1,Bacillota,0
NC_008208.1,Bacteroidota,0
NC_008208.1,Rhodothermota,0
NC_008208.1,Pseudomonadota,1
NC_008208.1,Bdellovibrionota,0
NC_008208.1,Deinococcota,0
NC_008208.1,Chlamydiota,0
NC_008208.1,Actinomycetota,0
NC_008208.1,Campylobacterota,0
NC_055039.1,Mycoplasmatota,0
NC_055039.1,Spirochaetota,0
NC_055039.1,Cyanobacteriota,0
NC_055039.1,Bacillota,1
NC_055039.1,Bacteroidota,0
NC_055039.1,Rhodothermota,0
NC_055039.1,Pseudomonadota,0
NC_055039.1,Bdellovibrionota,0
NC_055039.1,Deinococcota,0
NC_055039.1,Chlamydiota,0
NC_055039.1,Actinomycetota,0
NC_055039.1,Campylobacterota,0
NC_055780.1,Mycoplasmatota,0
NC_055780.1,Spirochaetota,0
NC_055780.1,Cyanobacteriota,0
NC_055780.1,Bacillota,0
NC_055780.1,Bacteroidota,0
NC_055780.1,Rhodothermota,0
NC_055780.1,Pseudomonadota,1
NC_055780.1,Bdellovibrionota,0
NC_055780.1,Deinococcota,0
NC_055780.1,Chlamydiota,0
NC_055780.1,Actinomycetota,0
NC_055780.1,Campylobacterota,0
NC_048727.1,Mycoplasmatota,0
NC_048727.1,Spirochaetota,0
NC_048727.1,Cyanobacteriota,0
NC_048727.1,Bacillota,0
NC_048727.1,Bacteroidota,0
NC_048727.1,Rhodothermota,0
NC_048727.1,Pseudomonadota,1
NC_048727.1,Bdellovibrionota,0
NC_048727.1,Deinococcota,0
NC_048727.1,Chlamydiota,0
NC_048727.1,Actinomycetota,0
NC_048727.1,Campylobacterota,0
NC_041869.1,Mycoplasmatota,0
NC_041869.1,Spirochaetota,0
NC_041869.1,Cyanobacteriota,0
NC_041869.1,Bacillota,0
NC_041869.1,Bacteroidota,0
NC_041869.1,Rhodothermota,0
NC_041869.1,Pseudomonadota,1
NC_041869.1,Bdellovibrionota,0
NC_041869.1,Deinococcota,0
NC_041869.1,Chlamydiota,0
NC_041869.1,Actinomycetota,0
NC_041869.1,Campylobacterota,0
NC_003315.1,Mycoplasmatota,0
NC_003315.1,Spirochaetota,0
NC_003315.1,Cyanobacteriota,0
NC_003315.1,Bacillota,0
NC_003315.1,Bacteroidota,0
NC_003315.1,Rhodothermota,0
NC_003315.1,Pseudomonadota,1
NC_003315.1,Bdellovibrionota,0
NC_003315.1,Deinococcota,0
NC_003315.1,Chlamydiota,0
NC_003315.1,Actinomycetota,0
NC_003315.1,Campylobacterota,0
NC_049843.1,Mycoplasmatota,0
NC_049843.1,Spirochaetota,0
NC_049843.1,Cyanobacteriota,0
NC_049843.1,Bacillota,0
NC_049843.1,Bacteroidota,0
NC_049843.1,Rhodothermota,0
NC_049843.1,Pseudomonadota,1
NC_049843.1,Bdellovibrionota,0
NC_049843.1,Deinococcota,0
NC_049843.1,Chlamydiota,0
NC_049843.1,Actinomycetota,0
NC_049843.1,Campylobacterota,0
NC_021785.1,Mycoplasmatota,0
NC_021785.1,Spirochaetota,0
NC_021785.1,Cyanobacteriota,0
NC_021785.1,Bacillota,1
NC_021785.1,Bacteroidota,0
NC_021785.1,Rhodothermota,0
NC_021785.1,Pseudomonadota,0
NC_021785.1,Bdellovibrionota,0
NC_021785.1,Deinococcota,0
NC_021785.1,Chlamydiota,0
NC_021785.1,Actinomycetota,0
NC_021785.1,Campylobacterota,0
NC_029006.1,Mycoplasmatota,0
NC_029006.1,Spirochaetota,0
NC_029006.1,Cyanobacteriota,0
NC_029006.1,Bacillota,1
NC_029006.1,Bacteroidota,0
NC_029006.1,Rhodothermota,0
NC_029006.1,Pseudomonadota,0
NC_029006.1,Bdellovibrionota,0
NC_029006.1,Deinococcota,0
NC_029006.1,Chlamydiota,0
NC_029006.1,Actinomycetota,0
NC_029006.1,Campylobacterota,0
NC_028965.1,Mycoplasmatota,0
NC_028965.1,Spirochaetota,0
NC_028965.1,Cyanobacteriota,0
NC_028965.1,Bacillota,0
NC_028965.1,Bacteroidota,0
NC_028965.1,Rhodothermota,0
NC_028965.1,Pseudomonadota,0
NC_028965.1,Bdellovibrionota,0
NC_028965.1,Deinococcota,0
NC_028965.1,Chlamydiota,0
NC_028965.1,Actinomycetota,1
NC_028965.1,Campylobacterota,0
NC_055794.1,Mycoplasmatota,0
NC_055794.1,Spirochaetota,0
NC_055794.1,Cyanobacteriota,0
NC_055794.1,Bacillota,0
NC_055794.1,Bacteroidota,0
NC_055794.1,Rhodothermota,0
NC_055794.1,Pseudomonadota,1
NC_055794.1,Bdellovibrionota,0
NC_055794.1,Deinococcota,0
NC_055794.1,Chlamydiota,0
NC_055794.1,Actinomycetota,0
NC_055794.1,Campylobacterota,0
NC_042319.1,Mycoplasmatota,0
NC_042319.1,Spirochaetota,0
NC_042319.1,Cyanobacteriota,0
NC_042319.1,Bacillota,0
NC_042319.1,Bacteroidota,0
NC_042319.1,Rhodothermota,0
NC_042319.1,Pseudomonadota,0
NC_042319.1,Bdellovibrionota,0
NC_042319.1,Deinococcota,0
NC_042319.1,Chlamydiota,0
NC_042319.1,Actinomycetota,1
NC_042319.1,Campylobacterota,0
NC_011041.1,Mycoplasmatota,0
NC_011041.1,Spirochaetota,0
NC_011041.1,Cyanobacteriota,0
NC_011041.1,Bacillota,0
NC_011041.1,Bacteroidota,0
NC_011041.1,Rhodothermota,0
NC_011041.1,Pseudomonadota,1
NC_011041.1,Bdellovibrionota,0
NC_011041.1,Deinococcota,0
NC_011041.1,Chlamydiota,0
NC_011041.1,Actinomycetota,0
NC_011041.1,Campylobacterota,0
NC_022772.1,Mycoplasmatota,0
NC_022772.1,Spirochaetota,0
NC_022772.1,Cyanobacteriota,0
NC_022772.1,Bacillota,0
NC_022772.1,Bacteroidota,0
NC_022772.1,Rhodothermota,0
NC_022772.1,Pseudomonadota,1
NC_022772.1,Bdellovibrionota,0
NC_022772.1,Deinococcota,0
NC_022772.1,Chlamydiota,0
NC_022772.1,Actinomycetota,0
NC_022772.1,Campylobacterota,0
NC_048713.1,Mycoplasmatota,0
NC_048713.1,Spirochaetota,0
NC_048713.1,Cyanobacteriota,0
NC_048713.1,Bacillota,1
NC_048713.1,Bacteroidota,0
NC_048713.1,Rhodothermota,0
NC_048713.1,Pseudomonadota,0
NC_048713.1,Bdellovibrionota,0
NC_048713.1,Deinococcota,0
NC_048713.1,Chlamydiota,0
NC_048713.1,Actinomycetota,0
NC_048713.1,Campylobacterota,0
NC_047904.1,Mycoplasmatota,0
NC_047904.1,Spirochaetota,0
NC_047904.1,Cyanobacteriota,0
NC_047904.1,Bacillota,0
NC_047904.1,Bacteroidota,0
NC_047904.1,Rhodothermota,0
NC_047904.1,Pseudomonadota,0
NC_047904.1,Bdellovibrionota,0
NC_047904.1,Deinococcota,0
NC_047904.1,Chlamydiota,0
NC_047904.1,Actinomycetota,1
NC_047904.1,Campylobacterota,0
NC_031055.1,Mycoplasmatota,0
NC_031055.1,Spirochaetota,0
NC_031055.1,Cyanobacteriota,0
NC_031055.1,Bacillota,1
NC_031055.1,Bacteroidota,0
NC_031055.1,Rhodothermota,0
NC_031055.1,Pseudomonadota,0
NC_031055.1,Bdellovibrionota,0
NC_031055.1,Deinococcota,0
NC_031055.1,Chlamydiota,0
NC_031055.1,Actinomycetota,0
NC_031055.1,Campylobacterota,0
NC_049438.1,Mycoplasmatota,0
NC_049438.1,Spirochaetota,0
NC_049438.1,Cyanobacteriota,0
NC_049438.1,Bacillota,0
NC_049438.1,Bacteroidota,0
NC_049438.1,Rhodothermota,0
NC_049438.1,Pseudomonadota,1
NC_049438.1,Bdellovibrionota,0
NC_049438.1,Deinococcota,0
NC_049438.1,Chlamydiota,0
NC_049438.1,Actinomycetota,0
NC_049438.1,Campylobacterota,0
NC_055046.1,Mycoplasmatota,0
NC_055046.1,Spirochaetota,0
NC_055046.1,Cyanobacteriota,0
NC_055046.1,Bacillota,1
NC_055046.1,Bacteroidota,0
NC_055046.1,Rhodothermota,0
NC_055046.1,Pseudomonadota,0
NC_055046.1,Bdellovibrionota,0
NC_055046.1,Deinococcota,0
NC_055046.1,Chlamydiota,0
NC_055046.1,Actinomycetota,0
NC_055046.1,Campylobacterota,0
NC_048771.1,Mycoplasmatota,0
NC_048771.1,Spirochaetota,0
NC_048771.1,Cyanobacteriota,0
NC_048771.1,Bacillota,0
NC_048771.1,Bacteroidota,0
NC_048771.1,Rhodothermota,0
NC_048771.1,Pseudomonadota,1
NC_048771.1,Bdellovibrionota,0
NC_048771.1,Deinococcota,0
NC_048771.1,Chlamydiota,0
NC_048771.1,Actinomycetota,0
NC_048771.1,Campylobacterota,0
NC_029106.1,Mycoplasmatota,0
NC_029106.1,Spirochaetota,0
NC_029106.1,Cyanobacteriota,0
NC_029106.1,Bacillota,0
NC_029106.1,Bacteroidota,0
NC_029106.1,Rhodothermota,0
NC_029106.1,Pseudomonadota,1
NC_029106.1,Bdellovibrionota,0
NC_029106.1,Deinococcota,0
NC_029106.1,Chlamydiota,0
NC_029106.1,Actinomycetota,0
NC_029106.1,Campylobacterota,0
NC_026600.1,Mycoplasmatota,0
NC_026600.1,Spirochaetota,0
NC_026600.1,Cyanobacteriota,0
NC_026600.1,Bacillota,0
NC_026600.1,Bacteroidota,0
NC_026600.1,Rhodothermota,0
NC_026600.1,Pseudomonadota,1
NC_026600.1,Bdellovibrionota,0
NC_026600.1,Deinococcota,0
NC_026600.1,Chlamydiota,0
NC_026600.1,Actinomycetota,0
NC_026600.1,Campylobacterota,0
NC_048090.1,Mycoplasmatota,0
NC_048090.1,Spirochaetota,0
NC_048090.1,Cyanobacteriota,0
NC_048090.1,Bacillota,0
NC_048090.1,Bacteroidota,0
NC_048090.1,Rhodothermota,0
NC_048090.1,Pseudomonadota,0
NC_048090.1,Bdellovibrionota,0
NC_048090.1,Deinococcota,0
NC_048090.1,Chlamydiota,0
NC_048090.1,Actinomycetota,1
NC_048090.1,Campylobacterota,0
NC_028881.1,Mycoplasmatota,0
NC_028881.1,Spirochaetota,0
NC_028881.1,Cyanobacteriota,0
NC_028881.1,Bacillota,0
NC_028881.1,Bacteroidota,0
NC_028881.1,Rhodothermota,0
NC_028881.1,Pseudomonadota,1
NC_028881.1,Bdellovibrionota,0
NC_028881.1,Deinococcota,0
NC_028881.1,Chlamydiota,0
NC_028881.1,Actinomycetota,0
NC_028881.1,Campylobacterota,0
NC_019406.1,Mycoplasmatota,0
NC_019406.1,Spirochaetota,0
NC_019406.1,Cyanobacteriota,0
NC_019406.1,Bacillota,0
NC_019406.1,Bacteroidota,0
NC_019406.1,Rhodothermota,0
NC_019406.1,Pseudomonadota,1
NC_019406.1,Bdellovibrionota,0
NC_019406.1,Deinococcota,0
NC_019406.1,Chlamydiota,0
NC_019406.1,Actinomycetota,0
NC_019406.1,Campylobacterota,0
NC_023566.1,Mycoplasmatota,0
NC_023566.1,Spirochaetota,0
NC_023566.1,Cyanobacteriota,0
NC_023566.1,Bacillota,0
NC_023566.1,Bacteroidota,0
NC_023566.1,Rhodothermota,0
NC_023566.1,Pseudomonadota,1
NC_023566.1,Bdellovibrionota,0
NC_023566.1,Deinococcota,0
NC_023566.1,Chlamydiota,0
NC_023566.1,Actinomycetota,0
NC_023566.1,Campylobacterota,0
NC_049466.2,Mycoplasmatota,0
NC_049466.2,Spirochaetota,0
NC_049466.2,Cyanobacteriota,0
NC_049466.2,Bacillota,0
NC_049466.2,Bacteroidota,0
NC_049466.2,Rhodothermota,0
NC_049466.2,Pseudomonadota,1
NC_049466.2,Bdellovibrionota,0
NC_049466.2,Deinococcota,0
NC_049466.2,Chlamydiota,0
NC_049466.2,Actinomycetota,0
NC_049466.2,Campylobacterota,0
NC_018271.1,Mycoplasmatota,0
NC_018271.1,Spirochaetota,0
NC_018271.1,Cyanobacteriota,0
NC_018271.1,Bacillota,0
NC_018271.1,Bacteroidota,1
NC_018271.1,Rhodothermota,0
NC_018271.1,Pseudomonadota,0
NC_018271.1,Bdellovibrionota,0
NC_018271.1,Deinococcota,0
NC_018271.1,Chlamydiota,0
NC_018271.1,Actinomycetota,0
NC_018271.1,Campylobacterota,0
NC_055721.1,Mycoplasmatota,0
NC_055721.1,Spirochaetota,0
NC_055721.1,Cyanobacteriota,0
NC_055721.1,Bacillota,0
NC_055721.1,Bacteroidota,0
NC_055721.1,Rhodothermota,0
NC_055721.1,Pseudomonadota,1
NC_055721.1,Bdellovibrionota,0
NC_055721.1,Deinococcota,0
NC_055721.1,Chlamydiota,0
NC_055721.1,Actinomycetota,0
NC_055721.1,Campylobacterota,0
NC_016569.1,Mycoplasmatota,0
NC_016569.1,Spirochaetota,0
NC_016569.1,Cyanobacteriota,0
NC_016569.1,Bacillota,0
NC_016569.1,Bacteroidota,0
NC_016569.1,Rhodothermota,0
NC_016569.1,Pseudomonadota,0
NC_016569.1,Bdellovibrionota,0
NC_016569.1,Deinococcota,0
NC_016569.1,Chlamydiota,0
NC_016569.1,Actinomycetota,1
NC_016569.1,Campylobacterota,0
NC_054779.1,Mycoplasmatota,0
NC_054779.1,Spirochaetota,0
NC_054779.1,Cyanobacteriota,0
NC_054779.1,Bacillota,0
NC_054779.1,Bacteroidota,0
NC_054779.1,Rhodothermota,0
NC_054779.1,Pseudomonadota,0
NC_054779.1,Bdellovibrionota,0
NC_054779.1,Deinococcota,0
NC_054779.1,Chlamydiota,0
NC_054779.1,Actinomycetota,1
NC_054779.1,Campylobacterota,0
NC_048101.1,Mycoplasmatota,0
NC_048101.1,Spirochaetota,0
NC_048101.1,Cyanobacteriota,0
NC_048101.1,Bacillota,0
NC_048101.1,Bacteroidota,0
NC_048101.1,Rhodothermota,0
NC_048101.1,Pseudomonadota,0
NC_048101.1,Bdellovibrionota,0
NC_048101.1,Deinococcota,0
NC_048101.1,Chlamydiota,0
NC_048101.1,Actinomycetota,1
NC_048101.1,Campylobacterota,0
NC_022070.1,Mycoplasmatota,0
NC_022070.1,Spirochaetota,0
NC_022070.1,Cyanobacteriota,0
NC_022070.1,Bacillota,0
NC_022070.1,Bacteroidota,0
NC_022070.1,Rhodothermota,0
NC_022070.1,Pseudomonadota,0
NC_022070.1,Bdellovibrionota,0
NC_022070.1,Deinococcota,0
NC_022070.1,Chlamydiota,0
NC_022070.1,Actinomycetota,1
NC_022070.1,Campylobacterota,0
NC_051677.1,Mycoplasmatota,0
NC_051677.1,Spirochaetota,0
NC_051677.1,Cyanobacteriota,0
NC_051677.1,Bacillota,0
NC_051677.1,Bacteroidota,0
NC_051677.1,Rhodothermota,0
NC_051677.1,Pseudomonadota,0
NC_051677.1,Bdellovibrionota,0
NC_051677.1,Deinococcota,0
NC_051677.1,Chlamydiota,0
NC_051677.1,Actinomycetota,1
NC_051677.1,Campylobacterota,0
NC_047970.1,Mycoplasmatota,0
NC_047970.1,Spirochaetota,0
NC_047970.1,Cyanobacteriota,0
NC_047970.1,Bacillota,0
NC_047970.1,Bacteroidota,0
NC_047970.1,Rhodothermota,0
NC_047970.1,Pseudomonadota,1
NC_047970.1,Bdellovibrionota,0
NC_047970.1,Deinococcota,0
NC_047970.1,Chlamydiota,0
NC_047970.1,Actinomycetota,0
NC_047970.1,Campylobacterota,0
NC_001330.1,Mycoplasmatota,0
NC_001330.1,Spirochaetota,0
NC_001330.1,Cyanobacteriota,0
NC_001330.1,Bacillota,0
NC_001330.1,Bacteroidota,0
NC_001330.1,Rhodothermota,0
NC_001330.1,Pseudomonadota,1
NC_001330.1,Bdellovibrionota,0
NC_001330.1,Deinococcota,0
NC_001330.1,Chlamydiota,0
NC_001330.1,Actinomycetota,0
NC_001330.1,Campylobacterota,0
NC_001900.1,Mycoplasmatota,0
NC_001900.1,Spirochaetota,0
NC_001900.1,Cyanobacteriota,0
NC_001900.1,Bacillota,0
NC_001900.1,Bacteroidota,0
NC_001900.1,Rhodothermota,0
NC_001900.1,Pseudomonadota,0
NC_001900.1,Bdellovibrionota,0
NC_001900.1,Deinococcota,0
NC_001900.1,Chlamydiota,0
NC_001900.1,Actinomycetota,1
NC_001900.1,Campylobacterota,0
NC_054716.1,Mycoplasmatota,0
NC_054716.1,Spirochaetota,0
NC_054716.1,Cyanobacteriota,0
NC_054716.1,Bacillota,0
NC_054716.1,Bacteroidota,0
NC_054716.1,Rhodothermota,0
NC_054716.1,Pseudomonadota,0
NC_054716.1,Bdellovibrionota,0
NC_054716.1,Deinococcota,0
NC_054716.1,Chlamydiota,0
NC_054716.1,Actinomycetota,1
NC_054716.1,Campylobacterota,0
NC_054778.1,Mycoplasmatota,0
NC_054778.1,Spirochaetota,0
NC_054778.1,Cyanobacteriota,0
NC_054778.1,Bacillota,0
NC_054778.1,Bacteroidota,0
NC_054778.1,Rhodothermota,0
NC_054778.1,Pseudomonadota,0
NC_054778.1,Bdellovibrionota,0
NC_054778.1,Deinococcota,0
NC_054778.1,Chlamydiota,0
NC_054778.1,Actinomycetota,1
NC_054778.1,Campylobacterota,0
NC_021067.1,Mycoplasmatota,0
NC_021067.1,Spirochaetota,0
NC_021067.1,Cyanobacteriota,0
NC_021067.1,Bacillota,0
NC_021067.1,Bacteroidota,0
NC_021067.1,Rhodothermota,0
NC_021067.1,Pseudomonadota,1
NC_021067.1,Bdellovibrionota,0
NC_021067.1,Deinococcota,0
NC_021067.1,Chlamydiota,0
NC_021067.1,Actinomycetota,0
NC_021067.1,Campylobacterota,0
NC_021855.1,Mycoplasmatota,0
NC_021855.1,Spirochaetota,0
NC_021855.1,Cyanobacteriota,0
NC_021855.1,Bacillota,1
NC_021855.1,Bacteroidota,0
NC_021855.1,Rhodothermota,0
NC_021855.1,Pseudomonadota,0
NC_021855.1,Bdellovibrionota,0
NC_021855.1,Deinococcota,0
NC_021855.1,Chlamydiota,0
NC_021855.1,Actinomycetota,0
NC_021855.1,Campylobacterota,0
NC_049414.1,Mycoplasmatota,0
NC_049414.1,Spirochaetota,0
NC_049414.1,Cyanobacteriota,0
NC_049414.1,Bacillota,1
NC_049414.1,Bacteroidota,0
NC_049414.1,Rhodothermota,0
NC_049414.1,Pseudomonadota,0
NC_049414.1,Bdellovibrionota,0
NC_049414.1,Deinococcota,0
NC_049414.1,Chlamydiota,0
NC_049414.1,Actinomycetota,0
NC_049414.1,Campylobacterota,0
NC_028841.1,Mycoplasmatota,0
NC_028841.1,Spirochaetota,0
NC_028841.1,Cyanobacteriota,0
NC_028841.1,Bacillota,1
NC_028841.1,Bacteroidota,0
NC_028841.1,Rhodothermota,0
NC_028841.1,Pseudomonadota,0
NC_028841.1,Bdellovibrionota,0
NC_028841.1,Deinococcota,0
NC_028841.1,Chlamydiota,0
NC_028841.1,Actinomycetota,0
NC_028841.1,Campylobacterota,0
NC_042109.1,Mycoplasmatota,0
NC_042109.1,Spirochaetota,0
NC_042109.1,Cyanobacteriota,0
NC_042109.1,Bacillota,0
NC_042109.1,Bacteroidota,0
NC_042109.1,Rhodothermota,0
NC_042109.1,Pseudomonadota,0
NC_042109.1,Bdellovibrionota,0
NC_042109.1,Deinococcota,0
NC_042109.1,Chlamydiota,0
NC_042109.1,Actinomycetota,1
NC_042109.1,Campylobacterota,0
NC_047799.1,Mycoplasmatota,0
NC_047799.1,Spirochaetota,0
NC_047799.1,Cyanobacteriota,0
NC_047799.1,Bacillota,0
NC_047799.1,Bacteroidota,0
NC_047799.1,Rhodothermota,0
NC_047799.1,Pseudomonadota,1
NC_047799.1,Bdellovibrionota,0
NC_047799.1,Deinococcota,0
NC_047799.1,Chlamydiota,0
NC_047799.1,Actinomycetota,0
NC_047799.1,Campylobacterota,0
NC_049358.1,Mycoplasmatota,0
NC_049358.1,Spirochaetota,0
NC_049358.1,Cyanobacteriota,0
NC_049358.1,Bacillota,1
NC_049358.1,Bacteroidota,0
NC_049358.1,Rhodothermota,0
NC_049358.1,Pseudomonadota,0
NC_049358.1,Bdellovibrionota,0
NC_049358.1,Deinococcota,0
NC_049358.1,Chlamydiota,0
NC_049358.1,Actinomycetota,0
NC_049358.1,Campylobacterota,0
NC_022965.1,Mycoplasmatota,0
NC_022965.1,Spirochaetota,0
NC_022965.1,Cyanobacteriota,0
NC_022965.1,Bacillota,0
NC_022965.1,Bacteroidota,0
NC_022965.1,Rhodothermota,0
NC_022965.1,Pseudomonadota,0
NC_022965.1,Bdellovibrionota,0
NC_022965.1,Deinococcota,0
NC_022965.1,Chlamydiota,0
NC_022965.1,Actinomycetota,1
NC_022965.1,Campylobacterota,0
NC_048777.1,Mycoplasmatota,0
NC_048777.1,Spirochaetota,0
NC_048777.1,Cyanobacteriota,0
NC_048777.1,Bacillota,0
NC_048777.1,Bacteroidota,0
NC_048777.1,Rhodothermota,0
NC_048777.1,Pseudomonadota,0
NC_048777.1,Bdellovibrionota,0
NC_048777.1,Deinococcota,0
NC_048777.1,Chlamydiota,0
NC_048777.1,Actinomycetota,1
NC_048777.1,Campylobacterota,0
NC_023711.1,Mycoplasmatota,0
NC_023711.1,Spirochaetota,0
NC_023711.1,Cyanobacteriota,0
NC_023711.1,Bacillota,0
NC_023711.1,Bacteroidota,0
NC_023711.1,Rhodothermota,0
NC_023711.1,Pseudomonadota,0
NC_023711.1,Bdellovibrionota,0
NC_023711.1,Deinococcota,0
NC_023711.1,Chlamydiota,0
NC_023711.1,Actinomycetota,1
NC_023711.1,Campylobacterota,0
NC_016655.1,Mycoplasmatota,0
NC_016655.1,Spirochaetota,0
NC_016655.1,Cyanobacteriota,0
NC_016655.1,Bacillota,0
NC_016655.1,Bacteroidota,0
NC_016655.1,Rhodothermota,0
NC_016655.1,Pseudomonadota,0
NC_016655.1,Bdellovibrionota,0
NC_016655.1,Deinococcota,0
NC_016655.1,Chlamydiota,0
NC_016655.1,Actinomycetota,1
NC_016655.1,Campylobacterota,0
NC_009015.1,Mycoplasmatota,0
NC_009015.1,Spirochaetota,0
NC_009015.1,Cyanobacteriota,0
NC_009015.1,Bacillota,0
NC_009015.1,Bacteroidota,0
NC_009015.1,Rhodothermota,0
NC_009015.1,Pseudomonadota,1
NC_009015.1,Bdellovibrionota,0
NC_009015.1,Deinococcota,0
NC_009015.1,Chlamydiota,0
NC_009015.1,Actinomycetota,0
NC_009015.1,Campylobacterota,0
NC_048005.1,Mycoplasmatota,0
NC_048005.1,Spirochaetota,0
NC_048005.1,Cyanobacteriota,0
NC_048005.1,Bacillota,0
NC_048005.1,Bacteroidota,0
NC_048005.1,Rhodothermota,0
NC_048005.1,Pseudomonadota,1
NC_048005.1,Bdellovibrionota,0
NC_048005.1,Deinococcota,0
NC_048005.1,Chlamydiota,0
NC_048005.1,Actinomycetota,0
NC_048005.1,Campylobacterota,0
NC_055771.1,Mycoplasmatota,0
NC_055771.1,Spirochaetota,0
NC_055771.1,Cyanobacteriota,0
NC_055771.1,Bacillota,0
NC_055771.1,Bacteroidota,0
NC_055771.1,Rhodothermota,0
NC_055771.1,Pseudomonadota,0
NC_055771.1,Bdellovibrionota,0
NC_055771.1,Deinococcota,0
NC_055771.1,Chlamydiota,0
NC_055771.1,Actinomycetota,1
NC_055771.1,Campylobacterota,0
NC_001835.1,Mycoplasmatota,0
NC_001835.1,Spirochaetota,0
NC_001835.1,Cyanobacteriota,0
NC_001835.1,Bacillota,1
NC_001835.1,Bacteroidota,0
NC_001835.1,Rhodothermota,0
NC_001835.1,Pseudomonadota,0
NC_001835.1,Bdellovibrionota,0
NC_001835.1,Deinococcota,0
NC_001835.1,Chlamydiota,0
NC_001835.1,Actinomycetota,0
NC_001835.1,Campylobacterota,0
NC_047968.1,Mycoplasmatota,0
NC_047968.1,Spirochaetota,0
NC_047968.1,Cyanobacteriota,0
NC_047968.1,Bacillota,0
NC_047968.1,Bacteroidota,0
NC_047968.1,Rhodothermota,0
NC_047968.1,Pseudomonadota,1
NC_047968.1,Bdellovibrionota,0
NC_047968.1,Deinococcota,0
NC_047968.1,Chlamydiota,0
NC_047968.1,Actinomycetota,0
NC_047968.1,Campylobacterota,0
NC_015262.1,Mycoplasmatota,0
NC_015262.1,Spirochaetota,0
NC_015262.1,Cyanobacteriota,0
NC_015262.1,Bacillota,1
NC_015262.1,Bacteroidota,0
NC_015262.1,Rhodothermota,0
NC_015262.1,Pseudomonadota,0
NC_015262.1,Bdellovibrionota,0
NC_015262.1,Deinococcota,0
NC_015262.1,Chlamydiota,0
NC_015262.1,Actinomycetota,0
NC_015262.1,Campylobacterota,0
NC_027979.1,Mycoplasmatota,0
NC_027979.1,Spirochaetota,0
NC_027979.1,Cyanobacteriota,0
NC_027979.1,Bacillota,0
NC_027979.1,Bacteroidota,0
NC_027979.1,Rhodothermota,0
NC_027979.1,Pseudomonadota,1
NC_027979.1,Bdellovibrionota,0
NC_027979.1,Deinococcota,0
NC_027979.1,Chlamydiota,0
NC_027979.1,Actinomycetota,0
NC_027979.1,Campylobacterota,0
NC_048778.1,Mycoplasmatota,0
NC_048778.1,Spirochaetota,0
NC_048778.1,Cyanobacteriota,0
